gene_id,cluster,Dmel,Dmel_gene,Dmel_function,nr,uni_sprot,Description,Preferred_name,PFAMs
Dnig.3LG0012030.1,7,FBpp0289501,IFT43,Intraflagellar transport 43,XP_023716217.1,sp|B5XBI1|IF43A_SALSA,Intraflagellar transport protein 43,IFT43,IFT43
Dnig.3LG0012040.1,20,FBpp0086101,cyp33,cyclophilin-33,XP_021935045.1,sp|Q5R723|PPIE_PONAB,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,PPIE,"Pro_isomerase,RRM_1"
Dnig.3LG0012050.1,10,FBpp0080049,CG9302,No description,XP_023709055.2,sp|Q921X9|PDIA5_MOUSE,It is involved in the biological process described with cell redox homeostasis,PDIA5,Thioredoxin
Dnig.3LG0012110.1,3,FBpp0083926,SMC1,Structural maintenance of chromosomes 1,CAD7567858.1,sp|Q14683|SMC1A_HUMAN,Structural maintenance of chromosomes,SMC1B,"SMC_N,SMC_hinge"
Dnig.3LG0012130.1,20,FBpp0070913,Mcm6,Minichromosome maintenance 6,CAD7573393.1,sp|Q7Q0Q1|MCM6_ANOGA,DNA helicase activity. It is involved in the biological process described with DNA replication initiation,MCM6,"MCM,MCM_N,MCM_OB"
Dnig.3LG0012150.1,14,FBpp0080404,cact,cactus,PNF20573.1,sp|P98150|NFKB2_CHICK,,,
Dnig.3LG0012200.1,1,FBpp0310113,emp,epithelial membrane protein,XP_026470864.1,sp|Q61009|SCRB1_MOUSE,CD36 family,-,CD36
Dnig.3LG0012220.1,7,,,,XP_021918232.1,,,,
Dnig.3LG0012240.1,19,FBpp0070381,Or2a,Odorant receptor 2a,DAA05996.1,sp|O46077|OR2A_DROME,,,
Dnig.3LG0012250.1,2,FBpp0087616,CG30338,No description,GFG39775.1,sp|Q4R6P2|RWD2A_MACFA,Protein of unknown function (DUF1115),RWDD2B,"DUF1115,RWD"
Dnig.3LG0012260.1,12,FBpp0087609,RpL31,Ribosomal protein L31,PSN57279.1,sp|Q9IA76|RL31_PAROL,Structural constituent of ribosome. It is involved in the biological process described with,RPL31,Ribosomal_L31e
Dnig.3LG0012270.1,19,FBpp0079623,Grip75,Grip75,CAD7441195.1,sp|Q9UGJ1|GCP4_HUMAN,Gamma-tubulin complex component,TUBGCP4,Spc97_Spc98
Dnig.3LG0012280.1,20,FBpp0080407,CG5861,No description,PSN50049.1,sp|Q6DFI2|TM147_XENLA,Predicted membrane protein (DUF2053),TMEM147,DUF2053
Dnig.3LG0012290.1,14,FBpp0289520,CG8001,No description,XP_023703945.1,sp|Q6NRH1|DCAF8_XENLA,WD40 repeats,DCAF8,WD40
Dnig.3LG0012310.1,7,FBpp0290552,Pvr,PDGF- and VEGF-receptor related,BBG28467.1,sp|Q8AXC7|PGFRA_TAKRU,ATP binding. It is involved in the biological process described with protein phosphorylation,Pvr,"I-set,Ig_3,Pkinase_Tyr,ig"
Dnig.3LG0012350.1,14,FBpp0303744,swm,second mitotic wave missing,XP_021927944.1,sp|Q2T9I5|RBM26_XENLA,Nup53/35/40-type RNA recognition motif,RBM26,"Nup35_RRM_2,PWI,RRM_1,zf-CCCH"
Dnig.3LG0012360.1,9,FBpp0083629,CG5380,No description,XP_021919574.1,sp|Q921X6|RPC6_MOUSE,"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Specific peripheric component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs",POLR3F,RNA_pol_Rpc34
Dnig.3LG0012380.1,1,FBpp0304456,Papss,PAPS synthetase,XP_021917874.1,sp|Q27128|PAPSS_URECA,activity. It is involved in the biological process described with sulfate assimilation,PAPSS2,"APS_kinase,ATP-sulfurylase,PUA_2"
Dnig.3LG0012600.1,17,FBpp0084543,bigmax,bigmax,PNF30257.1,sp|Q9UH92|MLX_HUMAN,protein dimerization activity,MLX,HLH
Dnig.3LG0012650.1,8,FBpp0084751,CG14516,No description,XP_023703446.1,sp|P79098|AMPN_BOVIN,zinc ion binding. It is involved in the biological process described with proteolysis,-,"ERAP1_C,Peptidase_M1"
Dnig.3LG0013040.1,6,FBpp0081650,CG3909,No description,CAD7573358.1,sp|Q6P5M2|WDR61_DANRE,WD40 repeats,WDR61,WD40
Dnig.3LG0013050.1,10,FBpp0293465,dmpd,dampened,PSN47517.1,sp|Q9NVF7|FBX28_HUMAN,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,-,"F-box,F-box-like"
Dnig.3LG0013090.1,15,FBpp0084929,CG15525,No description,PSN47521.1,sp|Q8R344|CCD12_MOUSE,Coiled-coil domain-containing protein,CCDC12,cwf18
Dnig.3LG0013130.1,19,FBpp0271946,CG9760,No description,XP_021916780.1,,-,-,-
Dnig.3LG0013170.1,16,,,,,,,,
Dnig.3LG0013180.1,20,FBpp0291478,mtTFB1,Mitochondrial Transcription Factor B1,PSN41722.1,sp|Q28HM1|TFB1M_XENTR,Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family,TFB1M,RrnaAD
Dnig.3LG0013200.1,18,FBpp0075859,CG11658,No description,XP_023715223.1,sp|Q9CPU7|FBX32_MOUSE,F-box only protein,FBXO32,F-box-like
Dnig.3LG0013220.1,3,FBpp0075834,CG18815,No description,GFG38620.1,sp|O77821|LYPA1_RABIT,Hydrolase activity,LYPLA1,Abhydrolase_2
Dnig.3LG0013230.1,14,,,,,,,,
Dnig.3LG0013240.1,2,FBpp0075239,l(3)72Dn,lethal (3) 72Dn,XP_023723112.1,sp|Q969X6|UTP4_HUMAN,WD40 repeats,CIRH1A,WD40
Dnig.3LG0013320.1,10,FBpp0311983,ATPsynD,"ATP synthase, subunit D",PSN33066.1,sp|Q24251|ATP5H_DROME,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements",ATP5H,Mt_ATP-synt_D
Dnig.3LG0013330.1,8,FBpp0076649,CG10077,No description,XP_023715258.1,sp|Q61656|DDX5_MOUSE,Helicase conserved C-terminal domain,DDX17,"DEAD,Helicase_C,P68HR"
Dnig.3LG0013340.1,7,FBpp0304664,CG43347,No description,GFG40623.1,sp|Q9UKN5|PRDM4_HUMAN,"binding. It is involved in the biological process described with transcription, DNA-templated",-,"Mito_carr,zf-C2H2"
Dnig.3LG0013350.1,20,FBpp0076649,CG10077,No description,PNF25833.1,sp|Q61656|DDX5_MOUSE,helicase superfamily c-terminal domain,DDX17,"DEAD,Helicase_C,P68HR"
Dnig.3LG0013360.1,16,FBpp0076649,CG10077,No description,XP_021923563.1,sp|Q501J6|DDX17_MOUSE,nucleic acid binding,-,"DEAD,Helicase_C"
Dnig.3LG0013370.1,6,FBpp0076649,CG10077,No description,XP_021933285.1,sp|Q61656|DDX5_MOUSE,Belongs to the DEAD box helicase family,DDX17,"DEAD,Helicase_C,P68HR"
Dnig.3LG0013380.1,11,FBpp0085526,coro,Coronin,CAD7455103.1,sp|Q8BH44|COR2B_MOUSE,Belongs to the WD repeat coronin family,-,"DUF1899,WD40,WD40_4"
Dnig.3LG0013390.1,16,,,,XP_021940939.1,,,,
Dnig.3LG0013400.1,1,FBpp0310736,CG45050,No description,GFG33364.1,sp|Q3SZY7|ZFAN6_BOVIN,Zinc ion binding,ZFAND6,"zf-A20,zf-AN1"
Dnig.3LG0013410.1,10,,,,,,,,
Dnig.3LG0013430.1,17,FBpp0083072,Vha100-2,Vacuolar H[+] ATPase 100kD subunit 2,XP_023722813.1,sp|Q8AVM5|VPP1_XENLA,"Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase",unc-32,V_ATPase_I
Dnig.3LG0013480.1,1,FBpp0310742,CG45050,No description,GFG33364.1,sp|Q5R7S6|ZFAN6_PONAB,Zinc ion binding,ZFAND6,"zf-A20,zf-AN1"
Dnig.3LG0013490.1,10,FBpp0292532,CG31381,No description,KDR17577.1,sp|Q80UN9|MOD5_MOUSE,metal ion binding. It is involved in the biological process described with tRNA processing,TRIT1,"IPPT,zf-C2H2_jaz,zf-met"
Dnig.3LG0013500.1,2,FBpp0303995,Myc,Myc,XP_034250181.1,sp|Q9W4S7|MYC_DROME,helix loop helix domain,MYC,"HLH,Myc-LZ,Myc_N"
Dnig.3LG0013650.1,20,FBpp0082462,CG3817,No description,CAD7423233.1,sp|Q9Y3B9|RRP15_HUMAN,Rrp15p,RRP15,Rrp15p
Dnig.3LG0013660.1,15,FBpp0074841,CSN1b,COP9 signalosome subunit 1b,XP_023709588.1,sp|Q6NRT5|CSN1_XENLA,Cop9 signalosome complex subunit,GPS1,"PCI,RPN7"
Dnig.3LG0013680.1,15,FBpp0290169,CG34001,No description,XP_015515741.1,sp|P0C6T1|CTF8_RAT,Ctf8,CHTF8,Ctf8
Dnig.3LG0013710.1,17,FBpp0307996,CG34375,No description,XP_021926840.1,,Zinc ion binding. It is involved in the biological process described with ubiquitin-dependent protein catabolic process,-,PDZ
Dnig.3LG0013730.1,14,FBpp0310309,CG13126,No description,XP_023712341.1,sp|Q2TBP8|MET17_BOVIN,copper ion binding. It is involved in the biological process described with translation,METTL17,Rsm22
Dnig.3LG0013740.1,5,FBpp0076785,CG10483,No description,XP_021935006.1,sp|A8DZH4|XPR1_DANRE,Xenotropic and polytropic,XPR1,"EXS,SPX"
Dnig.3LG0013760.1,14,FBpp0305003,Dnai2,"dynein, axonemal, intermediate chain 2",XP_023708270.1,sp|Q9GZS0|DNAI2_HUMAN,dynein intermediate chain,DNAI2,-
Dnig.3LG0013770.1,9,,,,KDR23961.1,sp|Q641F8|TYW3_XENLA,Methyltransferase TYW3,TYW3,TYW3
Dnig.3LG0013780.1,14,,,,XP_023718757.1,sp|Q68EH8|FAD1_DANRE,Probable molybdopterin binding domain,-,MoCF_biosynth
Dnig.3LG0013810.1,10,FBpp0079949,CG6388,No description,PNF42948.1,sp|Q496Z9|TRM1L_RAT,"N2,N2-dimethylguanosine tRNA methyltransferase",TRMT1L,TRM
Dnig.3LG0013830.1,19,,,,XP_023708775.1,sp|Q92540|SMG7_HUMAN,Telomerase activating protein Est1,SMG7,"EST1,EST1_DNA_bind"
Dnig.3LG0013840.1,6,,,,XP_023708775.1,sp|Q5RJH6|SMG7_MOUSE,Telomerase activating protein Est1,SMG7,"EST1,EST1_DNA_bind"
Dnig.3LG0013850.1,7,FBpp0083438,RhoGAP93B,Rho GTPase activating protein at 93B,CAD7402274.1,sp|Q9C0H5|RHG39_HUMAN,It is involved in the biological process described with signal transduction,ARHGAP39,"MyTH4,RhoGAP"
Dnig.3LG0013860.1,20,,,,XP_023714843.1,sp|Q8VIK1|SNR25_MOUSE,RNA splicing,SNRNP25,-
Dnig.3LG0013870.1,17,FBpp0075688,CG10616,No description,GFG31428.1,sp|Q4PJX1|ODR4_MOUSE,Olfactory receptor 4-like,C1orf27,ODR4-like
Dnig.3LG0013880.1,11,FBpp0112920,CG3552,No description,XP_023719051.1,sp|Q0V9F1|GDPP1_XENTR,GDP-D-glucose phosphorylase,GDPGP1,-
Dnig.3LG0013890.1,18,FBpp0305126,Asator,Asator,PSN39370.1,sp|Q8IMC6|ASATR_DROME,ATP binding. It is involved in the biological process described with protein phosphorylation,TTBK2,Pkinase
Dnig.3LG0013900.1,16,FBpp0084190,CG11858,No description,GFG30598.1,sp|Q503Y7|PIN4_DANRE,Peptidyl-prolyl cis-trans isomerase,PIN4,Rotamase_3
Dnig.3LG0013930.1,7,FBpp0079844,crol,crooked legs,GFG30594.1,sp|P18715|ZG26_XENLA,"Zinc finger, C2H2 type",-,"zf-AD,zf-C2H2,zf-C2H2_6"
Dnig.3LG0013950.1,17,FBpp0308589,Usp2,Ubiquitin specific protease 2,XP_021918594.1,sp|O57429|UBP2_CHICK,Ubiquitin carboxyl-terminal hydrolase,USP2,UCH
Dnig.3LG0013970.1,18,FBpp0071642,CG9304,No description,PNF18018.1,sp|Q5U239|TM145_XENLA,Rhodopsin-like GPCR transmembrane domain,TMEM145,GpcrRhopsn4
Dnig.3LG0013980.1,20,FBpp0072037,CG5569,No description,PSN44879.1,sp|Q6DFN1|NDUF3_XENTR,Protein of unknown function (DUF498/DUF598),NDUFAF3,DUF498
Dnig.3LG0013990.1,12,FBpp0073325,CG32668,No description,PNF40949.1,sp|P0C6R2|ARMC2_BOVIN,Armadillo repeat containing 2,ARMC2,KAP
Dnig.3LG0014000.1,16,FBpp0302006,CG13185,No description,KDR17837.1,,Midasin homolog (yeast),MDN1,"AAA_5,VWA"
Dnig.3LG0014030.1,4,FBpp0309987,RpL7A,Ribosomal protein L7A,XP_034947411.1,sp|Q2TBQ5|RL7A_BOVIN,It is involved in the biological process described with ribosome biogenesis,RPL7A,Ribosomal_L7Ae
Dnig.3LG0014040.1,5,FBpp0073304,Gapvd1,GTPase activating protein and VPS9 domains 1,XP_021936356.1,sp|Q14C86|GAPD1_HUMAN,It is involved in the biological process described with regulation of Ras GTPase activity,GAPVD1,"RasGAP,VPS9"
Dnig.3LG0014070.1,18,FBpp0086117,cnk,connector enhancer of ksr,XP_023711372.1,sp|Q6P9H4|CNKR3_HUMAN,Sterile alpha motif.,CNKSR2,"CRIC_ras_sig,DUF1170,PDZ,PH,SAM_1"
Dnig.3LG0014090.1,7,FBpp0086117,cnk,connector enhancer of ksr,XP_023711370.1,sp|Q6P9H4|CNKR3_HUMAN,Sterile alpha motif.,CNKSR2,"CRIC_ras_sig,DUF1170,PDZ,PH,SAM_1"
Dnig.3LG0014100.1,20,FBpp0084841,Gnpnat,Glucosamine-phosphate N-acetyltransferase,XP_023222322.1,sp|Q9VAI0|GNA1_DROME,Acetyltransferase (GNAT) family,GNPNAT1,Acetyltransf_1
Dnig.3LG0014110.1,9,FBpp0293344,IKKbeta,I-kappaB kinase beta,XP_021936901.1,sp|O15111|IKKA_HUMAN,It is involved in the biological process described with protein phosphorylation,IKBKB,"IKKbetaNEMObind,Pkinase"
Dnig.3LG0014120.1,19,,,,XP_043673086.1,,,,
Dnig.3LG0014130.1,6,,,,,,,,
Dnig.3LG0014140.1,11,FBpp0086740,AGO1,Argonaute-1,PNF14862.1,sp|O04379|AGO1_ARATH,N-terminal domain of argonaute,AGO2,"ArgoL1,ArgoL2,ArgoMid,ArgoN,PAZ,Piwi"
Dnig.3LG0014150.1,11,FBpp0086738,AGO1,Argonaute-1,XP_021934918.1,sp|Q6DCX2|AGO2_XENLA,DUF1785,AGO2,"ArgoL1,ArgoL2,ArgoMid,ArgoN,PAZ,Piwi"
Dnig.3LG0014160.1,7,FBpp0075932,Blos2,"Biogenesis of lysosome-related organelles complex 1, subunit 2",XP_021934934.1,sp|Q9VTE0|BL1S2_DROME,Biogenesis of lysosome-related organelles complex 1 subunit,BLOC1S2,BLOC1_2
Dnig.3LG0014170.1,8,,,,PSN35579.1,,,,
Dnig.3LG0014200.1,13,FBpp0302006,CG13185,No description,XP_021923006.1,sp|Q9NU22|MDN1_HUMAN,Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits,MDN1,"AAA_5,VWA"
Dnig.3LG0014300.1,7,FBpp0073371,bif,bifocal,XP_023718396.2,,-,-,-
Dnig.3LG0014310.1,5,FBpp0070160,MED22,Mediator complex subunit 22,XP_021933347.1,sp|Q178E6|MED22_AEDAE,RNA polymerase II transcription cofactor activity. It is involved in the biological process described with regulation of transcription from RNA polymerase II promoter,MED22,Med22
Dnig.3LG0014320.1,15,FBpp0073716,CG11590,No description,XP_021926027.1,sp|Q66KY3|CUTA_XENLA,It is involved in the biological process described with response to metal ion,CUTA,CutA1
Dnig.3LG0014330.1,11,FBpp0293268,crb,crumbs,XP_021936351.1,sp|P10040|CRB_DROME,Laminin G domain,CRB2,"EGF,EGF_CA,Laminin_G_1,Laminin_G_2,hEGF"
Dnig.3LG0014340.1,2,FBpp0087958,CG8728,No description,XP_021940036.1,sp|Q0P5M8|MPPA_BOVIN,It is involved in the biological process described with proteolysis,PMPCA,"Peptidase_M16,Peptidase_M16_C"
Dnig.3LG0014350.1,18,FBpp0076580,SMSr,SMSr,XP_021932131.1,sp|Q9VS60|SMSR1_DROME,PAP2 superfamily C-terminal,SAMD8,"PAP2_C,SAM_1"
Dnig.3LG0014360.1,14,FBpp0076659,velo,veloren,XP_021936898.1,sp|Q9BQF6|SENP7_HUMAN,Cysteine-type peptidase activity. It is involved in the biological process described with proteolysis,SENP6,Peptidase_C48
Dnig.3LG0014380.1,9,FBpp0082508,CG4210,No description,XP_023712809.1,sp|Q7PCJ9|SAT2_PIG,N-acetyltransferase activity,SAT2,Acetyltransf_1
Dnig.3LG0014390.1,12,,,,XP_023711374.1,sp|Q5R6K7|GET1_PONAB,,,
Dnig.3LG0014400.2,19,FBpp0083132,GatA,"Glutamyl-tRNA amidotransferase, subunit A",GFG39272.1,sp|Q0VFI5|GATA_XENTR,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln),QRSL1,Amidase
Dnig.3LG0014410.1,11,FBpp0306685,Calr,Calreticulin,ALX00044.1,sp|Q7Z1E6|CALR_BOMMO,unfolded protein binding. It is involved in the biological process described with protein folding,CALR,Calreticulin
Dnig.3LG0014420.1,10,FBpp0304364,Arf79F,ADP ribosylation factor at 79F,XP_023722948.1,sp|P36407|TRI23_RAT,B-box zinc finger,TRIM23,"Arf,zf-B_box,zf-RING_UBOX"
Dnig.3LG0014440.1,1,FBpp0075028,Nc73EF,Neural conserved at 73EF,XP_023720886.1,sp|Q60HE2|ODO1_MACFA,It is involved in the biological process described with tricarboxylic acid cycle,OGDHL,"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
Dnig.3LG0014450.1,6,FBpp0311533,Chmp1,Charged multivesicular body protein 1,PSN33629.1,sp|Q5ZKX1|CHM1B_CHICK,Belongs to the SNF7 family,CHMP1B,Snf7
Dnig.3LG0014460.1,11,FBpp0075028,Nc73EF,Neural conserved at 73EF,XP_023720886.1,sp|Q60HE2|ODO1_MACFA,It is involved in the biological process described with tricarboxylic acid cycle,OGDHL,"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
Dnig.3LG0014470.1,14,FBpp0305944,CG1172,No description,XP_023709614.1,sp|Q5EAE3|UBTD2_BOVIN,Ubiquitin domain-containing protein,UBTD2,"UBD,ubiquitin"
Dnig.3LG0014480.1,6,FBpp0075069,UQCR-C2,Ubiquinol-cytochrome c reductase core protein 2,XP_023709592.1,sp|P32551|QCR2_RAT,Metal ion binding,UQCRC2,"Peptidase_M16,Peptidase_M16_C"
Dnig.3LG0014500.1,15,,,,XP_023711374.1,sp|Q5R6K7|GET1_PONAB,,,
Dnig.3LG0014510.1,5,FBpp0083132,GatA,"Glutamyl-tRNA amidotransferase, subunit A",GFG39272.1,sp|Q0VFI5|GATA_XENTR,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln),QRSL1,Amidase
Dnig.3LG0014520.1,11,FBpp0306685,Calr,Calreticulin,ALX00044.1,sp|Q7Z1E6|CALR_BOMMO,unfolded protein binding. It is involved in the biological process described with protein folding,CALR,Calreticulin
Dnig.3LG0014550.1,1,FBpp0075028,Nc73EF,Neural conserved at 73EF,XP_023720886.1,sp|Q60HE2|ODO1_MACFA,It is involved in the biological process described with tricarboxylic acid cycle,OGDHL,"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
Dnig.3LG0014560.1,14,FBpp0311533,Chmp1,Charged multivesicular body protein 1,PSN33629.1,sp|Q5ZKX1|CHM1B_CHICK,Belongs to the SNF7 family,CHMP1B,Snf7
Dnig.3LG0014570.1,11,FBpp0075028,Nc73EF,Neural conserved at 73EF,XP_023720882.1,sp|Q60HE2|ODO1_MACFA,It is involved in the biological process described with tricarboxylic acid cycle,OGDHL,"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
Dnig.3LG0014590.1,13,FBpp0075069,UQCR-C2,Ubiquinol-cytochrome c reductase core protein 2,XP_023709592.1,sp|P32551|QCR2_RAT,Metal ion binding,UQCRC2,"Peptidase_M16,Peptidase_M16_C"
Dnig.3LG0014600.1,3,FBpp0072117,CG3803,No description,XP_023709649.1,sp|Q7KZN9|COX15_HUMAN,"Oxidoreductase activity, acting on the CH-CH group of donors. It is involved in the biological process described with oxidation-reduction process",COX15,COX15-CtaA
Dnig.3LG0014620.1,5,,,,KAG8229143.1,sp|Q9ESJ7|IKBP1_MOUSE,,,
Dnig.3LG0014650.1,5,FBpp0079593,CG5056,No description,XP_021926746.1,,Oxidative stress-responsive serine-rich protein,OSER1,DUF776
Dnig.3LG0014660.1,15,FBpp0070476,CG2685,No description,XP_023708953.1,sp|Q923D5|WBP11_MOUSE,It is involved in the biological process described with RNA processing,WBP11,Wbp11
Dnig.3LG0014690.1,14,,,,PNF20170.1,,,,
Dnig.3LG0014700.1,5,FBpp0087680,Mad1,Mitotic arrest-deficient 1,XP_021932554.1,sp|Q9Y6D9|MD1L1_HUMAN,Mitotic spindle assembly checkpoint protein MAD1,MAD1L1,MAD
Dnig.3LG0014710.1,18,FBpp0088286,CG11077,No description,XP_015601763.1,sp|P19258|MPV17_MOUSE,Mpv17 / PMP22 family,MPV17,Mpv17_PMP22
Dnig.3LG0014730.1,17,FBpp0308971,CG16721,No description,GFG31211.1,sp|Q9NUJ3|T11L1_HUMAN,T-complex protein 11-like protein,TCP11,Tcp11
Dnig.3LG0014810.1,3,FBpp0070370,ND-B14.5A,NADH dehydrogenase (ubiquinone) B14.5 A subunit,GFG36843.1,sp|Q05752|NDUA7_BOVIN,NADH dehydrogenase (ubiquinone) activity. It is involved in the biological process described with ATP synthesis coupled electron transport,NDUFA7,CI-B14_5a
Dnig.3LG0014820.1,18,,,,XP_023709305.1,,,,
Dnig.3LG0014850.1,3,,,,,sp|A4J5X2|IF2_DESRM,,,
Dnig.3LG0014860.1,16,,,,,,,,
Dnig.3LG0014870.1,6,,,,,,,,
Dnig.3LG0014890.1,6,,,,,,,,
Dnig.3LG0014920.1,19,FBpp0311971,CG14280,No description,XP_033610117.1,,-,-,-
Dnig.3LG0014940.1,10,,,,XP_021917158.1,sp|O54926|SIVA_MOUSE,,,
Dnig.3LG0014950.1,14,FBpp0072308,emp,epithelial membrane protein,XP_021917887.1,sp|Q8SQC1|SCRB1_PIG,Belongs to the CD36 family,CD36,CD36
Dnig.3LG0014960.1,18,,,,,,,,
Dnig.3LG0014970.1,18,FBpp0306933,cno,canoe,XP_023710205.1,sp|Q9QZQ1|AFAD_MOUSE,It is involved in the biological process described with signal transduction,MLLT4,"DIL,FHA,PDZ,RA"
Dnig.3LG0015000.1,1,FBpp0075100,CG9674,No description,XP_023709707.1,sp|Q03460|GLSN_MEDSA,glutamate synthase (NADH) activity. It is involved in the biological process described with oxidation-reduction process,-,"Fer4_20,GATase_2,GXGXG,Glu_syn_central,Glu_synthase,Pyr_redox_2"
Dnig.3LG0015130.1,7,FBpp0076683,MCU,Mitochondrial calcium uniporter,XP_023722437.1,sp|Q08BI9|MCU_DANRE,Mitochondrial calcium uniporter,MCU,MCU
Dnig.3LG0015160.1,1,FBpp0100115,CG4456,No description,KAH1012234.1,sp|P22978|CG445_DROME,Heat shock protein,TSTD3,Rhodanese
Dnig.3LG0015170.1,1,,,,XP_023725386.1,sp|Q9H0R1|AP5M1_HUMAN,vesicle-mediated transport,AP5M1,Adap_comp_sub
Dnig.3LG0015190.1,2,FBpp0301701,RpII15,RNA polymerase II 15kD subunit,XP_011643207.1,sp|P36958|RPB9_DROME,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,POLR2I,"RNA_POL_M_15KD,TFIIS_C"
Dnig.3LG0015200.1,12,FBpp0312562,gb,genderblind,CAD7260461.1,sp|Q59I64|YLAT2_DANRE,Amino acid permease,SLC7A6,AA_permease_2
Dnig.3LG0015210.1,11,FBpp0291053,Ppn,Papilin,XP_023705289.1,sp|Q868Z9|PPN_DROME,PLAC (protease and lacunin) domain,PAPLN,"ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,Papilin_u7,TSP_1,WAP"
Dnig.3LG0015220.1,8,FBpp0298344,Coq4,Coenzyme Q4,XP_023712164.1,sp|Q1HPV1|COQ4_BOMMO,Component of the coenzyme Q biosynthetic pathway. May play a role in organizing a multi-subunit COQ enzyme complex required for coenzyme Q biosynthesis. Required for steady-state levels of other COQ polypeptides,COQ4,Coq4
Dnig.3LG0015240.1,20,FBpp0099977,waw,waclaw,XP_021923513.1,sp|B0WXB8|GUF1_CULQU,"Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner",GUF1,"EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C"
Dnig.3LG0015250.1,9,,,,PSN53758.1,sp|Q566L8|MAT2B_XENTR,RmlD substrate binding domain,MAT2B,RmlD_sub_bind
Dnig.3LG0015260.1,11,FBpp0305433,CG9044,No description,XP_023719956.1,sp|Q8N1F8|S11IP_HUMAN,LKB1 serine/threonine kinase interacting protein 1,STK11IP,"LIP1,LRR_4,LRR_8"
Dnig.3LG0015270.1,13,FBpp0075111,zetaCOP,Coat Protein (coatomer) zeta,XP_021926448.1,sp|P35604|COPZ1_BOVIN,It is involved in the biological process described with,COPZ1,Clat_adaptor_s
Dnig.3LG0015280.1,10,,,,GFG33098.1,sp|P58710|GGLO_MOUSE,"D-arabinono-1,4-lactone oxidase activity",-,FAD_binding_4
Dnig.3LG0015290.1,14,FBpp0073640,CG11164,No description,XP_021914433.1,sp|Q5HZP1|RNH2B_XENLA,Ribonuclease H2 subunit,RNASEH2B,RNase_H2-Ydr279
Dnig.3LG0015310.1,19,FBpp0083515,Archease,Archease,KAG8316426.1,sp|Q566V0|ARCH_DANRE,Archease protein family (MTH1598/TM1083),ZBTB8OS,Archease
Dnig.3LG0015320.1,19,,,,GFG32236.1,sp|Q5RAA7|FIP1_PONAB,Fip1 motif,-,"FF,Fip1"
